TITLE,DESCRIPTION,PRICE,CURRENCY_CODE,QUANTITY,TAGS,MATERIALS,IMAGE1,IMAGE2,IMAGE3,IMAGE4,IMAGE5,IMAGE6,IMAGE7,IMAGE8,IMAGE9,IMAGE10,"VARIATION 1 TYPE","VARIATION 1 NAME","VARIATION 1 VALUES","VARIATION 2 TYPE","VARIATION 2 NAME","VARIATION 2 VALUES",SKU
"Vintage Arabic Baggy Sweats Quick Dry Mesh-Lined","Step into comfort with meaning. These black streetwear sweatpants feature the Arabic word ""حرية"" (Hurriya) – meaning freedom – printed in bold white script across the thigh. Clean, minimalist, and powerful, they’re made for anyone who walks with purpose and pride.

Gender: Unisex
Model: Loose
Fabric: 59.75%Cotton, 40.25%polyester
Fabric Weight: 7.1 oz/yd² (240 g/m²)
Fabric Thickness: Moderate
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Basics, Casual, Sporty, Daily Casual, Outdoor, Running, Sport, Cotton Blend, Drawstring, Long, Loose, Mid Waist, Spring, Summer, Autumn",69.99,USD,998,"Baggy,Arabic,Vintage,Sweats,Pants,Sweatpants,Cool,Arab,Freedom,Palestine,Wide,Soft,Islamic",,https://i.etsystatic.com/34343828/r/il/9151bd/7008121360/il_fullxfull.7008121360_kx6t.jpg,https://i.etsystatic.com/34343828/r/il/eff7ae/7056102767/il_fullxfull.7056102767_jcpl.jpg,https://i.etsystatic.com/34343828/r/il/869ea4/7056102787/il_fullxfull.7056102787_qoyd.jpg,https://i.etsystatic.com/34343828/r/il/f7af26/7056102815/il_fullxfull.7056102815_72pc.jpg,https://i.etsystatic.com/34343828/r/il/526f40/7056102849/il_fullxfull.7056102849_a7d7.jpg,https://i.etsystatic.com/34343828/r/il/19db5c/7056102883/il_fullxfull.7056102883_l4fc.jpg,https://i.etsystatic.com/34343828/r/il/06cf3c/7056102931/il_fullxfull.7056102931_cqpm.jpg,https://i.etsystatic.com/34343828/r/il/be14ac/7056102939/il_fullxfull.7056102939_2owo.jpg,,,Color,"Primary color",Black,"Custom Property",Size,"S,M,L,XL","250710PODPX1387#003,250710PODPX1387#001,250710PODPX1387#002,250710PODPX1387#004"
"Distressed Palestine Streetwear Hoodie, Keffiyeh Graphic Design, Hand Frayed  Sweatshirt, Al-Aqsa Sweater","Make a statement that can’t be ignored. This bold hoodie features a striking keffiyeh and Al-Aqsa graphic and powerful message in both Arabic and English. Saying ""La ilaha Illa Allah"" meaning There is no God but Allah. Built for comfort and impact, it’s more than just a hoodie, it’s a symbol.

Gender: Unisex
Model: Loose
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.6 oz/yd² (360 g/m²)
Fabric Thickness: Thicken
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Pure Cotton, Washed, Frayed, Long Sleeve, Hooded, Regular, Loose, Autumn, Winter",77.64,USD,999,"Free_Palestine,Arabic_calligraphy,Arab_shirt,vintage_arabic,filisteen_hoodie,Palestinian_hoodie,Keffiyeh_design,Activist_streetwear,Islamic_gift_ideas,Eid_gift_idea,Arabic_art,Oversized_streetwear,Middle_Eastern_art",,https://i.etsystatic.com/34343828/r/il/f66f62/7944107955/il_fullxfull.7944107955_msiv.jpg,https://i.etsystatic.com/34343828/r/il/f404b7/7944107983/il_fullxfull.7944107983_bibb.jpg,https://i.etsystatic.com/34343828/r/il/978926/7896150334/il_fullxfull.7896150334_s3vb.jpg,https://i.etsystatic.com/34343828/r/il/34fc60/7896150374/il_fullxfull.7896150374_j60q.jpg,https://i.etsystatic.com/34343828/r/il/619bc9/7944108107/il_fullxfull.7944108107_8ubt.jpg,https://i.etsystatic.com/34343828/r/il/ea027b/7944108145/il_fullxfull.7944108145_6lo0.jpg,https://i.etsystatic.com/34343828/r/il/8edcd3/7944108177/il_fullxfull.7944108177_pl4x.jpg,https://i.etsystatic.com/34343828/r/il/30c6c4/7896150550/il_fullxfull.7896150550_77x8.jpg,https://i.etsystatic.com/34343828/r/il/5fd048/7944108247/il_fullxfull.7944108247_n6r8.jpg,,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL","260410PODRB1899#001,260410PODRB1899#003,260410PODRB1899#004,260410PODRB1899#005,260410PODRB1899#002"
"Arabic Calligraphy Compression Shirt, Islamic Gym Workout Tee, Bismillah Fitness Top, Muslim Activewear, Men's Training Baselayer Shirt","A bold declaration of faith — this tee features the powerful phrase ""لا إله إلا الله"" (La Ilaha Illa Allah) meaning There is no god but Allah, printed across the chest in elegant Arabic calligraphy. Designed with simplicity and strength, this piece is a daily reminder of purpose, belief, and devotion.

Gender: Men
Model: Skinny
Fabric: 87% Polyester, 13% Spandex
Fabric Weight: 5.9 oz/yd² (200 g/m²)
Fabric Thickness: Moderate
Fabric Stretch: High Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature; avoid ironing on print. Do not dry clean
Features: Casual, Sporty, Daily Casual, Gym, Sport, Running, Short Sleeve, Raglan Sleeve, Round Neck/O-Neck, Regular, Skinny, Summer",34.99,USD,997,"Compression_Tee,Islamic_Gym_shirt,Arabic_calligraphy,Allah_shirt,Cool_gym_shirt,Arabic_Gym_shirt,Vintage_Gym_shirt,tight_fit,Sport_shirt,Tight_Arabic_shirt,Form_fit_shirt,Islamic_sport_shirt,Free_Palestine",,https://i.etsystatic.com/34343828/r/il/782ae0/7530685549/il_fullxfull.7530685549_4f00.jpg,https://i.etsystatic.com/34343828/r/il/a34d4f/7482735992/il_fullxfull.7482735992_ny4s.jpg,https://i.etsystatic.com/34343828/r/il/1b5fe5/7071196934/il_fullxfull.7071196934_5qw7.jpg,https://i.etsystatic.com/34343828/r/il/42e03a/7071196956/il_fullxfull.7071196956_7afh.jpg,https://i.etsystatic.com/34343828/r/il/0b8baf/7119141491/il_fullxfull.7119141491_2q3s.jpg,https://i.etsystatic.com/34343828/r/il/4700bb/7071197052/il_fullxfull.7071197052_l2ou.jpg,,,,,Color,"Primary color",White,"Custom Property",size,"S,M,L,XL,2XL","250801PODRZ2031#001,250801PODRZ2031#005,250801PODRZ2031#002,250801PODRZ2031#003,250801PODRZ2031#004"
"Vintage Washed Arabic Calligraphy T-Shirt – Oversized Islamic Quran Art Tee, Muslim Streetwear","This vintage tee features a bold circular design of layered Arabic Islamic calligraphy forming verses from the Quran. The 4 Kuls. The textured orange and blue rings speak to depth, identity, and precision—this piece hits hard visually and symbolically.
Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 7.4 oz/yd² (250 g/m²)
Fabric Thickness: Moderate
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Loose, Summer
Print Size: 40*52 cm",49.99,USD,998,"Islamic,Islamic_Shirt,Quran,Free_Palestine,Islamic_hoodie,Oversized_vintage,Graphic_tee,Arabic_calligraphy,Vintage_Arabic,Keffiyeh,Filisteen,Palestine_T-shirt,Vintage_Arab",,https://i.etsystatic.com/34343828/r/il/80bd3a/7813284671/il_fullxfull.7813284671_rcr7.jpg,https://i.etsystatic.com/34343828/r/il/593d9e/7765338798/il_fullxfull.7765338798_px1n.jpg,https://i.etsystatic.com/34343828/r/il/03dc71/7765329886/il_fullxfull.7765329886_qv5n.jpg,https://i.etsystatic.com/34343828/r/il/09ce95/7765329920/il_fullxfull.7765329920_5lnu.jpg,https://i.etsystatic.com/34343828/r/il/d1532f/7813275761/il_fullxfull.7813275761_63ji.jpg,https://i.etsystatic.com/34343828/r/il/057d4a/7813275853/il_fullxfull.7813275853_33l6.jpg,https://i.etsystatic.com/34343828/r/il/a0d938/7765330094/il_fullxfull.7765330094_5di3.jpg,https://i.etsystatic.com/34343828/r/il/ecc301/7765330162/il_fullxfull.7765330162_o5it.jpg,https://i.etsystatic.com/34343828/r/il/417524/7813276007/il_fullxfull.7813276007_kpg7.jpg,,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL,3XL","260303PODPQ4286#004,260303PODPQ4286#006,260303PODPQ4286#001,260303PODPQ4286#002,260303PODPQ4286#003,260303PODPQ4286#005"
"Abstract Arabic Calligraphy Oversized T-Shirt – Snow Washed Streetwear Graphic Tee","A statement in motion.
This oversized snow-washed tee blends modern streetwear with expressive Arabic calligraphy, finished with raw brushstroke energy and a washed vintage feel. Designed for people who appreciate subtle symbolism, texture, and intentional design.

Each shirt features a bold abstract brush composition on the back, giving it a gallery-piece aesthetic while staying wearable and minimal from the front.

Perfect for everyday fits, layering, or elevated street looks.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 7.4 oz/yd² (250 g/m²)
Fabric Thickness: Moderate
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Loose, Summer
Print Size: 40*52 cm",49.99,USD,996,"islamic,arabic,arabic_calligraphy,muslim,vintage,oversized_tee,heavyweight_t_shirt,Free_Palestine,Arabic_art,islamic_shirt,drop_shoulder,faded,t_shirt",,https://i.etsystatic.com/34343828/r/il/9db73c/7564801692/il_fullxfull.7564801692_5quv.jpg,https://i.etsystatic.com/34343828/r/il/1665ec/7612746863/il_fullxfull.7612746863_1q5x.jpg,https://i.etsystatic.com/34343828/r/il/137947/7547925454/il_fullxfull.7547925454_1m1y.jpg,https://i.etsystatic.com/34343828/r/il/e4a729/7595865285/il_fullxfull.7595865285_4wal.jpg,https://i.etsystatic.com/34343828/r/il/93fb2a/7547925500/il_fullxfull.7547925500_bt7h.jpg,https://i.etsystatic.com/34343828/r/il/a9dc22/7595865345/il_fullxfull.7595865345_ewev.jpg,https://i.etsystatic.com/34343828/r/il/34309f/7595865391/il_fullxfull.7595865391_il27.jpg,https://i.etsystatic.com/34343828/r/il/01fa7b/7547925628/il_fullxfull.7547925628_ikv2.jpg,https://i.etsystatic.com/34343828/r/il/4fdc66/7547925676/il_fullxfull.7547925676_b3s9.jpg,https://i.etsystatic.com/34343828/r/il/8cf6b2/7595865543/il_fullxfull.7595865543_itu8.jpg,Color,"Primary color","Black,Royal Blue","Custom Property",size,"S,M,L,XL,2XL,3XL","251229PODPQ1205#002,251229PODPQ1205#006,251229PODPQ1205#008,251229PODPQ1205#009,251229PODPQ1205#012,251229PODPQ1205#001,251229PODPQ1205#003,251229PODPQ1205#004,251229PODPQ1205#005,251229PODPQ1205#007,251229PODPQ1205#010,251229PODPQ1205#011"
"Contrast Striped Lapel Collar Sweatshirt | Oversized Vintage Streetwear Pullover | Unisex Athletic Crewneck | Minimal Everyday Top","This Contrast Striped Lapel Collar Sweatshirt blends vintage athletic styling with modern streetwear ease. Designed with contrast stripe detailing along the sleeves and a structured lapel-style collar, this piece delivers a clean yet elevated silhouette that stands out without trying too hard.
Crafted for everyday wear, the relaxed oversized fit makes it perfect for layering or wearing solo. The soft, durable fabric keeps it comfortable while maintaining shape, making it an easy go-to for casual outfits, street fits, or off-duty looks.
Minimal. Sport-inspired. Timeless.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 11.2 oz/yd² (380 g/m²)
Fabric Thickness: Moderate
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Basics, Sporty, Casual, Preppy, Street, Vintage, Daily Casual, Home, Outdoor, School, Sport, Office, Long Sleeve, Raglan Sleeve, Lapel Collar, Regular, Loose, Spring, Autumn, Winter
Print Size: 40*52 cm",69.99,USD,998,"Quarter_zip,performative_sweater,matcha_sweater,school_sweatshirt,vintage_hoodie,retro,oversized,baggy_pullover,athletic_streetwear,lapel_collar,collar_sweatshirt,crew_neck,fashion",,https://i.etsystatic.com/34343828/r/il/44343a/7567906866/il_fullxfull.7567906866_1b0r.jpg,https://i.etsystatic.com/34343828/r/il/63cde9/7567906910/il_fullxfull.7567906910_mb0v.jpg,https://i.etsystatic.com/34343828/r/il/41e23e/7615851979/il_fullxfull.7615851979_mamt.jpg,https://i.etsystatic.com/34343828/r/il/8d5981/7567907038/il_fullxfull.7567907038_sfb1.jpg,https://i.etsystatic.com/34343828/r/il/762efb/7615852185/il_fullxfull.7615852185_5k7k.jpg,https://i.etsystatic.com/34343828/r/il/9b5f91/7567907164/il_fullxfull.7567907164_4ybx.jpg,https://i.etsystatic.com/34343828/r/il/bf4373/7567907230/il_fullxfull.7567907230_ij47.jpg,https://i.etsystatic.com/34343828/r/il/7e797f/7567907320/il_fullxfull.7567907320_mjgr.jpg,https://i.etsystatic.com/34343828/r/il/93aa0a/7615852533/il_fullxfull.7615852533_30kg.jpg,https://i.etsystatic.com/34343828/r/il/5bdbe7/7567907518/il_fullxfull.7567907518_53zo.jpg,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL","260105PODRA1161#002,260105PODRA1161#003,260105PODRA1161#004,260105PODRA1161#001"
"Oversized Shahada Keffiyeh Tee – Arabic Calligraphy Islamic Streetwear, Snow Wash Cotton","A powerful fusion of heritage, faith, and modern street style.
This premium snow-washed oversized tee features a detailed back graphic honoring Islamic identity and heritage. Centered around the Shahada (La ilaha illa Allah), the design weaves together the iconic Keffiyeh pattern and the silhouette of the Dome of the Rock, held in a symbolic gesture of resilience and faith.

Gender: Unisex
Model: Loose
Fabric: 100% cotton
Fabric Weight: 7.4 oz/yd² (250 g/m²)
Fabric Thickness: Moderate
Fabric Strench: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Outdoor, School, Pure Cotton, Snow Wash, Washed, Short Sleeve, Drop Shoulder, Round Neck / O-Neck, Regular, Loose, Summer
Print Size: 40*52 cm",49.99,USD,999,"Arabic_shirt,persian_shirt,Palestine_shirt,human_rights_tee,protest_t-shirt,middle_eastern_art,islamic_gift,arabic_calligraphy,muslim_streetwear,islamic_art,islamic_calligraphy,minimalist_arab_tee,al_aqsa",Cotton,https://i.etsystatic.com/34343828/r/il/f359ac/7873308982/il_fullxfull.7873308982_2paw.jpg,https://i.etsystatic.com/34343828/r/il/dbac76/7921266885/il_fullxfull.7921266885_o4xl.jpg,https://i.etsystatic.com/34343828/r/il/f28ff3/7873266318/il_fullxfull.7873266318_olfr.jpg,https://i.etsystatic.com/34343828/r/il/8dca51/7873266350/il_fullxfull.7873266350_pin2.jpg,https://i.etsystatic.com/34343828/r/il/fbfb74/7873266376/il_fullxfull.7873266376_nef8.jpg,https://i.etsystatic.com/34343828/r/il/0a4bf2/7921224399/il_fullxfull.7921224399_qca7.jpg,https://i.etsystatic.com/34343828/r/il/0681fa/7873266484/il_fullxfull.7873266484_siyr.jpg,https://i.etsystatic.com/34343828/r/il/50d8d4/7873266572/il_fullxfull.7873266572_h7f7.jpg,https://i.etsystatic.com/34343828/r/il/860867/7873266678/il_fullxfull.7873266678_q684.jpg,https://i.etsystatic.com/34343828/r/il/2cd189/7873266744/il_fullxfull.7873266744_9e6l.jpg,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL,3XL","260403PODPQ4189#004,260403PODPQ4189#005,260403PODPQ4189#001,260403PODPQ4189#002,260403PODPQ4189#003,260403PODPQ4189#006"
"Hand-Drawn Keffiyeh Pattern Tee – Arabic Calligraphy Heritage Shirt, Islamic Streetwear","Wear your message where it matters most—across your heart. This striking unisex hoodie features a hyper-detailed anatomical heart wrapped in the iconic Palestinian keffiyeh pattern, symbolizing strength, identity, and resistance. Bold Arabic calligraphy in deep red wraps across the chest, weaving passion and culture into a standout piece of wearable art.

Crafted from a soft and durable cotton-blend fleece, this midweight hoodie is perfect for everyday wear, activism, or street-style expression. The dark heather fabric provides the perfect contrast to the grayscale graphic and red typography.

Free Palestine ;)

Gender: Unisex
Model: Regular
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.3 oz/yd² (350 g/m²)
Fabric Thickness: Thick
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Basics, Casual, Street, Daily Casual, Outdoor, Cotton Blend, Drawstring, Long Sleeve, Rib Cuffs, Hooded, Long, Loose, Winter",69.99,USD,998,"vintage,arabic,hoodie,cool,arab,Palestine,Free_Palestine,Sweatshirt,soft,Keffiyeh,Islamic,Calligraphy,Streetwear",Cotton,https://i.etsystatic.com/34343828/r/il/1db165/7530687189/il_fullxfull.7530687189_r1pj.jpg,https://i.etsystatic.com/34343828/r/il/74b56d/7482762108/il_fullxfull.7482762108_bw0r.jpg,https://i.etsystatic.com/34343828/r/il/2d7432/7317947562/il_fullxfull.7317947562_7vvm.jpg,https://i.etsystatic.com/34343828/r/il/c70370/7365904165/il_fullxfull.7365904165_n8xj.jpg,https://i.etsystatic.com/34343828/r/il/ee1c26/7365904181/il_fullxfull.7365904181_5r34.jpg,https://i.etsystatic.com/34343828/r/il/1bdc89/7317947634/il_fullxfull.7317947634_8cxc.jpg,https://i.etsystatic.com/34343828/r/il/0e5dec/7365904225/il_fullxfull.7365904225_h1y4.jpg,https://i.etsystatic.com/34343828/r/il/92bac1/7317947682/il_fullxfull.7317947682_rx3c.jpg,https://i.etsystatic.com/34343828/r/il/b7b4fc/7318398696/il_fullxfull.7318398696_no9s.jpg,https://i.etsystatic.com/34343828/r/il/5d40d2/7365904259/il_fullxfull.7365904259_nnhv.jpg,Color,"Primary color","Black,Dark Brown,Dark Gray","Custom Property",size,"S,M,L,XL,2XL","251024PODRB0919#001,251024PODRB0919#003,251024PODRB0919#006,251024PODRB0919#008,251024PODRB0919#009,251024PODRB0919#010,251024PODRB0919#012,251024PODRB0919#013,251024PODRB0919#014,251024PODRB0919#015,251024PODRB0919#002,251024PODRB0919#004,251024PODRB0919#005,251024PODRB0919#007,251024PODRB0919#011"
"Vintage Distressed Fleece Hoodie, Arabic Calligraphy Streetwear, Islamic Heavyweight Hoodie for Men Women, Washed Muslim Sweatshirt","This black hoodie features a stunning circular design built entirely from the 4 Quls — the four powerful short Surahs from the Qur’an (Al-Kafirun, Al-Ikhlas, Al-Falaq, An-Nas). The text spirals inward like a target, layered in rich orange and blue hues—symbolizing strength, spiritual shield, and divine protection.

Gender: Unisex
Model: Loose
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.6 oz/yd² (360 g/m²)
Fabric Thickness: Thick
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature; avoid ironing on print. Do not dry clean
Features: Casual, Street, Daily Casual, Pure Cotton, Washed, Frayed, Long Sleeve, Hooded, Regular, Loose, Autumn, Winter",77.99,USD,999,"Islamic,Arabic_Calligraphy,Free_Palestine,Islamic_Hoodie,Arabic_Hoodie,Palestine_Hoodie,Islamic_Sweatshirt,Islamic_Streetwear,Muslim,Arab,Vintage_Arabic,Vintage_Sweatshirt",Fleece,https://i.etsystatic.com/34343828/r/il/455020/7482750296/il_fullxfull.7482750296_eapj.jpg,https://i.etsystatic.com/34343828/r/il/c7280b/7530676277/il_fullxfull.7530676277_k2lu.jpg,https://i.etsystatic.com/34343828/r/il/c12b0b/7339076092/il_fullxfull.7339076092_py50.jpg,https://i.etsystatic.com/34343828/r/il/0143b8/7055580388/il_fullxfull.7055580388_cz3c.jpg,https://i.etsystatic.com/34343828/r/il/54bb7b/7103541615/il_fullxfull.7103541615_bicz.jpg,https://i.etsystatic.com/34343828/r/il/08173c/7055580416/il_fullxfull.7055580416_b7z1.jpg,https://i.etsystatic.com/34343828/r/il/72facc/7055580444/il_fullxfull.7055580444_3y7c.jpg,https://i.etsystatic.com/34343828/r/il/d8f7f9/7055580490/il_fullxfull.7055580490_dup2.jpg,https://i.etsystatic.com/34343828/r/il/c59a3f/7055580528/il_fullxfull.7055580528_fpsl.jpg,https://i.etsystatic.com/34343828/r/il/419521/7103541781/il_fullxfull.7103541781_hm58.jpg,Color,"Primary color",Black,"Custom Property",Size,"S,M,L,XL,2XL","250727PODRB0705#001,250727PODRB0705#003,250727PODRB0705#002,250727PODRB0705#004,250727PODRB0705#005"
"Distressed Palestine Streetwear Hoodie, Keffiyeh Resistance Design, Hand Frayed  Sweatshirt, Pro-Palestine Unisex Streetwear","Make a statement that can’t be ignored. This bold hoodie features a striking keffiyeh graphic and powerful message in both Arabic and English. Built for comfort and impact, it’s more than just a hoodie, it’s a symbol.

Gender: Unisex
Model: Loose
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.6 oz/yd² (360 g/m²)
Fabric Thickness: Thicken
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature, avoid ironing on print; Do not dry clean
Features: Casual, Street, Daily Casual, Pure Cotton, Washed, Frayed, Long Sleeve, Hooded, Regular, Loose, Autumn, Winter",77.99,USD,992,"Free_Palestine,Resistance,hoodie,Arabic_calligraphy,Arab,sweatshirt,vintage_palestine,vintage_arabic,filisteen,Palestinian_hoodie,streetwear,keffiyeh,Protest_hoodie",Cotton,https://i.etsystatic.com/34343828/r/il/b24094/7671775863/il_fullxfull.7671775863_jenb.jpg,https://i.etsystatic.com/34343828/r/il/428724/7671775899/il_fullxfull.7671775899_2jfn.jpg,https://i.etsystatic.com/34343828/r/il/d56643/7671775919/il_fullxfull.7671775919_73to.jpg,https://i.etsystatic.com/34343828/r/il/7a45a1/7671775977/il_fullxfull.7671775977_pjdk.jpg,https://i.etsystatic.com/34343828/r/il/3a71ed/7671776001/il_fullxfull.7671776001_lthj.jpg,https://i.etsystatic.com/34343828/r/il/2a2ae7/7671776041/il_fullxfull.7671776041_nsv2.jpg,https://i.etsystatic.com/34343828/r/il/cb4093/7623829490/il_fullxfull.7623829490_lrvr.jpg,https://i.etsystatic.com/34343828/r/il/24f5ce/7671776143/il_fullxfull.7671776143_lbye.jpg,https://i.etsystatic.com/34343828/r/il/6085ff/7671776209/il_fullxfull.7671776209_3pvc.jpg,,Color,"Primary color",Black,"Custom Property",size,"S,M,L,XL,2XL","260121PODRB2024#001,260121PODRB2024#003,260121PODRB2024#002,260121PODRB2024#004,260121PODRB2024#005"
"Islamic Calligraphy Fleece Hoodie, Quran 4 Quls Hoodie, Arabic Streetwear Sweatshirt, Vintage Washed Muslim Hoodie for Men Women","This black hoodie features a stunning circular design built entirely from the 4 Quls — the four powerful short Surahs from the Qur’an (Al-Kafirun, Al-Ikhlas, Al-Falaq, An-Nas). The text spirals inward like a target, layered in rich orange and blue hues—symbolizing strength, spiritual shield, and divine protection.

Gender: Unisex
Model: Regular
Fabric: 42% cotton, 53% polyester, 5% other fibers
Fabric Weight: 10.3 oz/yd² (350 g/m²)
Fabric Thickness: Thick
Fabric Stretch: Slight Stretch
Care Instructions: Machine wash at 30°C (gentle cycle); Do not bleach; Tumble dry low;  Iron at low temperature; avoid ironing on print. Do not dry clean
Features: Basics, Casual, Street, Daily Casual, Outdoor, Cotton Blend, Drawstring, Long Sleeve, Rib Cuffs, Hooded, Long, Loose, Winter",69.99,USD,999,"Arabic_Calligraphy,Islamic_Hoodie,Islamic_Sweatshirt,Muslim,Palestine,Arabic_Hoodie,Quran_Hoodie,Vintage_Arabic,Islamic_Streetwear,Arab_Hoodie,Free_Palestine,Islamic_Calligraphy",Fleece,https://i.etsystatic.com/34343828/r/il/14a13b/7482751620/il_fullxfull.7482751620_cd20.jpg,https://i.etsystatic.com/34343828/r/il/53208f/7332029042/il_fullxfull.7332029042_cllw.jpg,https://i.etsystatic.com/34343828/r/il/b396e4/7101738681/il_fullxfull.7101738681_jt9s.jpg,https://i.etsystatic.com/34343828/r/il/70a5c9/7053777860/il_fullxfull.7053777860_q4xn.jpg,https://i.etsystatic.com/34343828/r/il/9a7d0c/7101738733/il_fullxfull.7101738733_85qx.jpg,https://i.etsystatic.com/34343828/r/il/3cd6b5/7053777896/il_fullxfull.7053777896_uo6z.jpg,https://i.etsystatic.com/34343828/r/il/c10151/7339076726/il_fullxfull.7339076726_1dos.jpg,https://i.etsystatic.com/34343828/r/il/c57cb3/7101738803/il_fullxfull.7101738803_btue.jpg,https://i.etsystatic.com/34343828/r/il/c38c6e/7053777970/il_fullxfull.7053777970_e71t.jpg,https://i.etsystatic.com/34343828/r/il/5ec982/7101738843/il_fullxfull.7101738843_hluw.jpg,Color,"Primary color","Black,Dark Gray,Dark Brown","Custom Property",Size,"S,M,L,XL,2XL","250726PODRB1759#001,250726PODRB1759#003,250726PODRB1759#004,250726PODRB1759#005,250726PODRB1759#006,250726PODRB1759#007,250726PODRB1759#008,250726PODRB1759#014,250726PODRB1759#015,250726PODRB1759#002,250726PODRB1759#009,250726PODRB1759#010,250726PODRB1759#011,250726PODRB1759#012,250726PODRB1759#013"
